session_id,subscriber_id,date,genre,device,duration_min,rating
52586,1441,2024-04-19,Серіал,Smart TV,54,2
51288,1055,2024-04-11,Драма,Smart TV,33,5
50840,1156,2024-04-13,Анімація,Smart TV,85,5
50679,1490,2024-05-26,Романтика,Smart TV,36,4
50644,1395,2024-06-06,Серіал,Mobile,34,5
50027,1246,2024-07-04,Драма,Mobile,79,4
50410,1135,2024-03-16,Серіал,Tablet,42,5
50706,1422,2024-02-28,Документальний,Smart TV,64,5
51414,1252,2024-01-29,Комедія,Laptop,108,5
50793,1176,2024-04-01,Документальний,Smart TV,84,4
54298,1244,2024-05-12,Серіал,Smart TV,24,2
52236,1524,2024-06-06,Анімація,Laptop,64,1
54218,1049,2024-03-18,Бойовик,Mobile,5,4
52182,1299,2024-02-06,Драма,Smart TV,5,4
53056,1127,2024-07-26,Жахи,Mobile,57,5
54543,1142,2024-05-13,Драма,Smart TV,29,4
54564,1425,2024-07-04,Драма,Smart TV,41,5
52874,1004,2024-05-14,Комедія,Smart TV,21,5
53121,1079,2024-03-11,Анімація,Laptop,33,5
53097,1570,2024-02-27,Жахи,Tablet,43,5
51191,1368,2024-06-20,Анімація,Mobile,98,4
52396,1525,2024-05-27,Романтика,Laptop,47,3
51987,1556,2024-08-28,Анімація,Smart TV,61,1
53341,1165,2024-08-09,Серіал,Mobile,65,4
50584,1231,2024-06-12,Романтика,Smart TV,30,5
50959,1119,2024-05-01,Бойовик,Mobile,32,3
52246,1510,2024-07-22,Бойовик,Laptop,75,4
53223,1304,2024-07-15,Бойовик,Smart TV,97,2
54929,1466,2024-04-27,Серіал,Laptop,107,5
51183,1387,2024-04-27,Бойовик,Mobile,72,5
51693,1239,2024-04-01,Жахи,Laptop,38,5
52803,1252,2024-06-10,Бойовик,Smart TV,56,5
54988,1089,2024-08-08,Документальний,Smart TV,23,2
54930,1107,2024-02-10,Анімація,Mobile,24,5
54557,1495,2024-03-20,Документальний,Mobile,61,4
52217,1469,2024-05-04,Документальний,Smart TV,23,5
50495,1096,2024-02-24,Драма,Mobile,81,4
50909,1076,2024-07-14,Анімація,Laptop,74,4
51650,1265,2024-01-23,Жахи,Smart TV,29,5
51169,1053,2024-08-15,Серіал,Laptop,34,4
53217,1219,2024-03-21,Серіал,Mobile,35,5
51250,1528,2024-03-21,Анімація,Mobile,107,4
50170,1533,2024-01-22,Жахи,Laptop,40,4
52123,1324,2024-03-27,Серіал,Smart TV,5,5
51940,1281,2024-01-09,Анімація,Laptop,67,4
54862,1460,2024-01-22,Бойовик,Laptop,71,3
52378,1533,2024-05-10,Драма,Tablet,82,5
54654,1190,2024-07-20,Документальний,Smart TV,76,5
51421,1509,2024-02-01,Жахи,Mobile,22,4
53681,1600,2024-04-15,Документальний,Smart TV,75,4
52117,1399,2024-06-01,Романтика,Mobile,65,4
53808,1176,2024-02-12,Анімація,Mobile,62,4
51623,1494,2024-02-25,Романтика,Laptop,68,4
50037,1503,2024-05-18,Бойовик,Smart TV,59,5
50569,1487,2024-08-28,Бойовик,Laptop,70,4
53399,1538,2024-04-29,Анімація,Mobile,45,3
54491,1313,2024-04-19,Анімація,Mobile,51,5
50303,1314,2024-04-23,Комедія,Smart TV,53,4
50834,1288,2024-04-19,Жахи,Mobile,34,5
51378,1273,2024-01-12,Романтика,Laptop,41,5
51125,1129,2024-08-08,Анімація,Smart TV,12,4
50307,1330,2024-04-10,Романтика,Tablet,28,5
52912,1567,2024-05-14,Документальний,Mobile,17,4
53683,1548,2024-02-21,Романтика,Mobile,67,4
53180,1179,2024-05-05,Романтика,Laptop,27,4
54099,1155,2024-05-07,Бойовик,Mobile,75,5
51281,1316,2024-05-13,Бойовик,Tablet,33,5
52731,1449,2024-03-23,Анімація,Tablet,46,5
50452,1179,2024-01-22,Анімація,Laptop,64,2
50904,1395,2024-08-19,Серіал,Laptop,51,3
51459,1341,2024-08-18,Бойовик,Laptop,46,3
53973,1493,2024-03-07,Документальний,Laptop,43,2
54377,1502,2024-01-23,Романтика,Laptop,89,4
54937,1196,2024-05-21,Комедія,Laptop,30,5
52525,1344,2024-04-23,Анімація,Smart TV,46,4
53482,1586,2024-05-14,Бойовик,Tablet,54,3
53803,1390,2024-01-01,Комедія,Smart TV,81,3
54061,1291,2024-02-20,Документальний,Smart TV,54,4
53179,1470,2024-06-06,Анімація,Mobile,5,4
53553,1082,2024-01-21,Драма,Smart TV,55,5
52011,1090,2024-07-28,Бойовик,Laptop,20,5
54486,1336,2024-01-18,Романтика,Smart TV,30,4
53331,1350,2024-06-21,Анімація,Smart TV,67,4
54867,1534,2024-04-23,Серіал,Smart TV,89,5
52466,1199,2024-02-15,Жахи,Smart TV,94,5
50319,1253,2024-08-24,Комедія,Mobile,61,5
53026,1081,2024-04-04,Жахи,Laptop,76,5
52849,1208,2024-02-16,Серіал,Laptop,11,4
52460,1017,2024-04-17,Анімація,Mobile,57,3
51391,1416,2024-05-03,Серіал,Laptop,62,5
54711,1393,2024-03-30,Драма,Laptop,63,4
53729,1334,2024-07-18,Комедія,Mobile,5,4
54975,1466,2024-01-16,Бойовик,Smart TV,45,1
52685,1132,2024-02-02,Документальний,Mobile,67,4
52143,1389,2024-07-17,Документальний,Smart TV,45,2
53062,1569,2024-08-25,Романтика,Laptop,78,4
50001,1188,2024-05-22,Серіал,Mobile,62,5
53678,1011,2024-03-05,Комедія,Mobile,73,4
54458,1273,2024-07-11,Драма,Smart TV,56,3
53671,1165,2024-06-14,Серіал,Mobile,102,4
51911,1371,2024-07-30,Жахи,Smart TV,48,2
52713,1189,2024-07-09,Бойовик,Laptop,19,5
51291,1249,2024-05-09,Жахи,Laptop,13,3
51079,1042,2024-04-03,Драма,Laptop,53,4
52777,1203,2024-06-25,Романтика,Laptop,80,4
53241,1332,2024-07-06,Бойовик,Smart TV,5,4
53099,1246,2024-03-12,Серіал,Laptop,72,2
53286,1462,2024-03-29,Серіал,Smart TV,5,5
52793,1553,2024-01-28,Бойовик,Mobile,49,4
50317,1514,2024-03-09,Романтика,Laptop,65,4
53416,1130,2024-01-12,Жахи,Smart TV,69,3
50383,1537,2024-05-09,Жахи,Mobile,65,4
53111,1355,2024-05-03,Жахи,Laptop,32,4
54365,1490,2024-05-03,Документальний,Laptop,44,5
51981,1283,2024-01-15,Романтика,Mobile,37,5
54624,1082,2024-04-25,Комедія,Laptop,62,1
53369,1126,2024-07-04,Романтика,Smart TV,98,4
54155,1596,2024-02-21,Бойовик,Laptop,53,4
54172,1109,2024-07-05,Анімація,Laptop,52,4
53130,1346,2024-03-05,Серіал,Smart TV,52,4
52557,1111,2024-04-23,Бойовик,Laptop,36,4
53659,1347,2024-07-20,Комедія,Smart TV,21,5
50223,1112,2024-04-02,Документальний,Laptop,46,4
51990,1375,2024-08-13,Анімація,Laptop,5,4
54934,1451,2024-06-09,Серіал,Laptop,50,4
53680,1058,2024-06-03,Комедія,Mobile,34,4
52457,1373,2024-02-11,Бойовик,Smart TV,29,4
50813,1595,2024-03-14,Анімація,Smart TV,37,1
53605,1418,2024-04-28,Анімація,Laptop,41,3
50145,1235,2024-02-24,Документальний,Mobile,61,3
51583,1014,2024-06-20,Анімація,Laptop,45,3
50409,1124,2024-05-27,Серіал,Mobile,77,4
50292,1508,2024-07-07,Анімація,Smart TV,66,4
52515,1495,2024-01-25,Драма,Tablet,32,5
50898,1220,2024-04-26,Серіал,Mobile,73,5
54692,1130,2024-06-06,Драма,Laptop,10,5
50962,1215,2024-02-26,Драма,Smart TV,33,4
52348,1205,2024-05-01,Бойовик,Tablet,64,5
50218,1174,2024-06-12,Романтика,Smart TV,91,5
50019,1161,2024-06-18,Жахи,Smart TV,16,5
54319,1052,2024-02-10,Драма,Mobile,71,5
52785,1586,2024-02-07,Бойовик,Smart TV,75,5
50842,1483,2024-06-03,Бойовик,Laptop,79,2
52724,1317,2024-04-08,Комедія,Mobile,60,3
51247,1241,2024-04-14,Комедія,Mobile,47,3
52764,1255,2024-01-29,Романтика,Mobile,36,4
50219,1292,2024-06-27,Романтика,Mobile,45,5
52139,1340,2024-01-31,Комедія,Mobile,58,5
51520,1360,2024-08-25,Комедія,Mobile,12,3
52459,1354,2024-06-30,Жахи,Smart TV,56,4
50217,1210,2024-06-22,Романтика,Mobile,73,2
51035,1088,2024-06-04,Бойовик,Smart TV,80,5
53608,1499,2024-07-01,Анімація,Tablet,22,4
53011,1032,2024-07-11,Анімація,Laptop,61,4
53664,1236,2024-08-16,Бойовик,Smart TV,16,4
54545,1373,2024-01-06,Серіал,Laptop,29,1
54509,1111,2024-01-16,Драма,Laptop,87,5
53104,1131,2024-05-11,Серіал,Smart TV,59,2
52644,1563,2024-01-23,Бойовик,Laptop,19,4
50412,1560,2024-05-21,Романтика,Laptop,49,4
52002,1405,2024-03-25,Документальний,Smart TV,52,4
53414,1215,2024-08-11,Романтика,Tablet,21,5
53820,1156,2024-03-05,Анімація,Laptop,50,4
52413,1131,2024-06-22,Серіал,Laptop,38,5
52177,1376,2024-07-14,Бойовик,Smart TV,5,4
51613,1457,2024-01-24,Комедія,Smart TV,77,4
53143,1598,2024-08-24,Комедія,Mobile,74,5
53566,1336,2024-04-03,Жахи,Mobile,59,5
50491,1487,2024-06-17,Жахи,Laptop,38,4
51506,1371,2024-05-30,Документальний,Smart TV,81,5
50618,1318,2024-06-26,Жахи,Mobile,63,5
50620,1273,2024-08-11,Романтика,Mobile,44,4
51509,1144,2024-05-10,Комедія,Mobile,41,3
54954,1265,2024-04-19,Романтика,Laptop,46,5
50954,1012,2024-03-14,Комедія,Tablet,29,4
50927,1302,2024-03-24,Драма,Smart TV,32,4
52276,1172,2024-01-08,Романтика,Smart TV,36,5
53167,1427,2024-07-27,Жахи,Smart TV,63,3
52469,1423,2024-04-26,Комедія,Tablet,50,5
53326,1084,2024-06-08,Драма,Smart TV,47,4
52100,1148,2024-03-13,Жахи,Tablet,5,4
51012,1403,2024-01-07,Романтика,Laptop,44,5
53652,1136,2024-03-14,Серіал,Smart TV,47,4
51962,1405,2024-08-08,Жахи,Laptop,82,4
50341,1532,2024-06-04,Романтика,Smart TV,46,4
51544,1298,2024-07-30,Комедія,Smart TV,55,5
52429,1155,2024-03-21,Бойовик,Smart TV,71,3
52966,1072,2024-06-30,Документальний,Laptop,28,5
52338,1406,2024-04-26,Комедія,Smart TV,21,5
54888,1411,2024-06-11,Жахи,Smart TV,35,4
53527,1403,2024-06-16,Серіал,Laptop,50,2
51472,1333,2024-04-30,Комедія,Tablet,66,4
51808,1221,2024-04-08,Романтика,Tablet,23,2
54499,1545,2024-01-08,Анімація,Laptop,10,5
50726,1180,2024-02-20,Комедія,Smart TV,24,5
52879,1035,2024-07-31,Серіал,Mobile,90,5
53687,1217,2024-07-04,Романтика,Smart TV,55,4
51842,1428,2024-08-18,Анімація,Mobile,36,4
53787,1018,2024-03-01,Комедія,Smart TV,33,5
54541,1124,2024-02-21,Драма,Laptop,80,3
50870,1592,2024-03-30,Бойовик,Laptop,30,5
52860,1565,2024-04-09,Бойовик,Laptop,109,4
54487,1229,2024-08-05,Серіал,Smart TV,87,5
51995,1098,2024-08-03,Документальний,Laptop,40,3
50106,1318,2024-04-08,Драма,Tablet,16,5
53828,1274,2024-01-15,Романтика,Mobile,50,4
53450,1127,2024-02-17,Серіал,Smart TV,82,4
51758,1374,2024-04-26,Серіал,Smart TV,19,4
52112,1564,2024-03-20,Драма,Laptop,43,5
52771,1242,2024-06-20,Анімація,Mobile,83,5
51690,1452,2024-04-22,Бойовик,Smart TV,23,5
53819,1165,2024-03-04,Анімація,Laptop,89,4
53906,1113,2024-02-20,Романтика,Mobile,10,4
50783,1407,2024-04-27,Серіал,Mobile,80,3
54927,1586,2024-04-25,Комедія,Smart TV,49,4
53920,1448,2024-01-30,Серіал,Smart TV,80,5
54000,1109,2024-06-23,Бойовик,Tablet,50,4
54781,1071,2024-03-07,Анімація,Tablet,34,4
50642,1099,2024-02-22,Бойовик,Laptop,40,2
53505,1160,2024-06-25,Бойовик,Smart TV,75,5
51725,1548,2024-05-14,Серіал,Smart TV,62,5
51937,1283,2024-02-29,Комедія,Smart TV,6,2
51447,1179,2024-04-10,Романтика,Smart TV,79,4
52016,1151,2024-05-06,Жахи,Mobile,24,2
51137,1148,2024-07-19,Романтика,Mobile,49,5
53433,1136,2024-01-25,Бойовик,Laptop,35,1
51548,1590,2024-04-03,Анімація,Smart TV,89,4
52065,1479,2024-04-22,Жахи,Laptop,59,1
53631,1597,2024-08-21,Романтика,Laptop,29,2
53752,1216,2024-01-02,Драма,Laptop,96,4
54280,1264,2024-05-19,Документальний,Mobile,51,5
52726,1432,2024-06-01,Романтика,Tablet,134,3
51216,1587,2024-03-31,Жахи,Mobile,19,4
51314,1099,2024-02-22,Анімація,Smart TV,17,3
54205,1385,2024-04-09,Анімація,Mobile,66,5
53760,1107,2024-08-27,Документальний,Smart TV,40,5
53009,1212,2024-03-31,Драма,Smart TV,45,2
50076,1037,2024-02-06,Серіал,Tablet,59,5
53000,1488,2024-04-09,Документальний,Smart TV,42,4
52122,1046,2024-01-14,Документальний,Smart TV,62,3
52237,1246,2024-07-10,Бойовик,Smart TV,84,5
52558,1266,2024-03-09,Бойовик,Laptop,38,5
52285,1089,2024-07-26,Документальний,Smart TV,96,5
51400,1438,2024-04-13,Анімація,Tablet,56,5
51820,1367,2024-06-04,Бойовик,Smart TV,41,5
52339,1151,2024-03-21,Жахи,Laptop,55,4
50169,1596,2024-05-03,Жахи,Mobile,79,5
50224,1569,2024-05-15,Документальний,Smart TV,73,5
52612,1050,2024-05-03,Романтика,Tablet,82,4
54110,1189,2024-08-17,Бойовик,Laptop,20,5
53588,1184,2024-07-30,Бойовик,Mobile,20,3
50435,1458,2024-01-08,Романтика,Mobile,55,5
54490,1412,2024-07-12,Серіал,Smart TV,65,5
53759,1232,2024-02-15,Серіал,Mobile,80,5
53021,1452,2024-02-17,Бойовик,Mobile,5,5
54116,1556,2024-05-17,Серіал,Smart TV,29,1
50858,1500,2024-05-11,Анімація,Smart TV,41,3
54379,1425,2024-06-03,Романтика,Tablet,60,5
51385,1305,2024-04-01,Серіал,Laptop,42,4
50688,1357,2024-06-30,Анімація,Smart TV,47,4
53373,1291,2024-08-23,Серіал,Laptop,86,5
52059,1117,2024-03-28,Документальний,Smart TV,43,5
51924,1032,2024-02-01,Бойовик,Laptop,18,3
53963,1042,2024-07-19,Комедія,Smart TV,85,4
50601,1021,2024-08-21,Документальний,Smart TV,50,4
52564,1202,2024-05-21,Серіал,Laptop,42,4
53198,1578,2024-05-24,Драма,Smart TV,96,1
51259,1102,2024-05-13,Драма,Smart TV,76,4
53378,1028,2024-08-15,Романтика,Mobile,34,4
54526,1294,2024-04-25,Романтика,Laptop,73,4
54798,1314,2024-05-16,Серіал,Tablet,63,3
51299,1549,2024-07-06,Романтика,Smart TV,58,5
51213,1250,2024-06-02,Романтика,Laptop,48,5
52502,1470,2024-02-21,Жахи,Smart TV,46,5
50353,1130,2024-04-11,Документальний,Laptop,36,2
54084,1122,2024-02-03,Романтика,Laptop,96,4
51743,1143,2024-07-24,Документальний,Mobile,10,4
50675,1348,2024-01-25,Анімація,Smart TV,43,5
53357,1156,2024-06-09,Бойовик,Smart TV,67,3
51852,1011,2024-06-24,Анімація,Laptop,100,3
54295,1173,2024-07-09,Романтика,Mobile,75,3
54920,1136,2024-07-15,Комедія,Laptop,43,5
52620,1116,2024-07-03,Бойовик,Laptop,71,4
53109,1557,2024-06-11,Анімація,Laptop,72,5
51804,1526,2024-07-09,Романтика,Laptop,36,4
52614,1119,2024-06-09,Бойовик,Smart TV,51,4
51939,1596,2024-03-19,Драма,Smart TV,59,4
54983,1018,2024-03-15,Серіал,Smart TV,59,4
51337,1054,2024-05-25,Анімація,Tablet,99,4
54001,1409,2024-05-01,Жахи,Mobile,107,5
52828,1154,2024-03-24,Жахи,Smart TV,47,4
50565,1251,2024-05-10,Драма,Smart TV,11,5
51846,1304,2024-05-15,Жахи,Tablet,78,1
54203,1048,2024-03-10,Бойовик,Laptop,68,4
52839,1112,2024-07-06,Комедія,Laptop,41,5
54900,1024,2024-06-20,Жахи,Mobile,89,4
52778,1289,2024-06-04,Жахи,Tablet,37,4
52482,1320,2024-01-16,Документальний,Mobile,14,4
52468,1596,2024-02-23,Жахи,Mobile,98,4
53098,1399,2024-05-25,Жахи,Laptop,41,3
53530,1565,2024-06-18,Романтика,Smart TV,13,5
52465,1323,2024-05-30,Комедія,Laptop,49,4
50872,1403,2024-05-08,Драма,Mobile,37,5
54137,1357,2024-06-23,Жахи,Smart TV,56,4
51434,1114,2024-03-15,Жахи,Laptop,49,4
52321,1259,2024-02-21,Серіал,Laptop,60,4
54029,1105,2024-02-02,Серіал,Smart TV,34,3
52467,1508,2024-03-31,Жахи,Smart TV,86,5
53007,1285,2024-02-07,Драма,Smart TV,55,5
52823,1273,2024-02-18,Драма,Smart TV,51,2
52643,1424,2024-01-17,Жахи,Mobile,32,4
53132,1406,2024-01-27,Серіал,Laptop,64,4
53364,1151,2024-05-03,Серіал,Smart TV,34,4
52611,1109,2024-04-12,Комедія,Smart TV,98,4
50326,1588,2024-05-31,Бойовик,Smart TV,61,5
54839,1148,2024-07-18,Бойовик,Mobile,42,4
50604,1037,2024-03-10,Серіал,Smart TV,77,4
54279,1004,2024-02-19,Жахи,Mobile,40,5
50632,1392,2024-07-01,Серіал,Mobile,50,4
50992,1364,2024-01-28,Документальний,Smart TV,62,4
53575,1120,2024-06-26,Бойовик,Smart TV,37,4
51497,1480,2024-07-24,Серіал,Laptop,60,4
50045,1310,2024-04-30,Драма,Tablet,48,3
54986,1439,2024-06-26,Серіал,Laptop,18,4
53889,1426,2024-06-16,Бойовик,Tablet,15,3
54763,1508,2024-02-09,Анімація,Mobile,57,4
50331,1374,2024-03-30,Анімація,Smart TV,36,5
51651,1482,2024-05-11,Бойовик,Smart TV,49,4
53797,1441,2024-08-14,Жахи,Tablet,54,3
52113,1412,2024-02-05,Серіал,Laptop,28,4
51156,1388,2024-06-13,Бойовик,Mobile,26,4
54011,1546,2024-07-24,Драма,Mobile,39,3
50530,1357,2024-08-24,Жахи,Smart TV,5,5
52149,1386,2024-03-08,Драма,Smart TV,40,4
51124,1270,2024-08-17,Серіал,Smart TV,71,4
52632,1374,2024-04-03,Комедія,Laptop,46,5
53330,1477,2024-08-02,Комедія,Mobile,23,3
52017,1404,2024-07-12,Жахи,Mobile,51,4
53824,1458,2024-04-16,Жахи,Smart TV,39,5
53980,1083,2024-02-16,Романтика,Laptop,5,5
51536,1308,2024-02-03,Анімація,Laptop,55,4
53532,1271,2024-05-27,Комедія,Smart TV,41,3
53966,1585,2024-04-01,Жахи,Smart TV,111,5
54633,1042,2024-05-05,Драма,Laptop,33,5
51068,1211,2024-05-25,Анімація,Tablet,86,4
50608,1047,2024-05-30,Анімація,Laptop,68,5
50772,1419,2024-01-31,Комедія,Smart TV,74,4
54206,1395,2024-03-19,Романтика,Smart TV,44,5
50683,1514,2024-03-31,Драма,Smart TV,43,4
50147,1370,2024-07-30,Документальний,Smart TV,53,4
52365,1556,2024-05-02,Серіал,Tablet,68,4
50009,1373,2024-07-26,Документальний,Mobile,53,4
54683,1580,2024-07-20,Анімація,Smart TV,64,4
54857,1273,2024-05-20,Романтика,Smart TV,60,1
50773,1454,2024-07-16,Бойовик,Mobile,68,1
52854,1203,2024-02-06,Жахи,Smart TV,27,5
51810,1209,2024-05-06,Анімація,Laptop,66,4
54863,1003,2024-04-15,Драма,Mobile,5,4
52160,1581,2024-01-07,Романтика,Smart TV,82,2
54208,1106,2024-05-18,Жахи,Smart TV,72,3
52483,1024,2024-06-07,Документальний,Laptop,63,4
51532,1159,2024-01-14,Драма,Smart TV,34,3
50483,1353,2024-04-17,Жахи,Mobile,26,3
52441,1321,2024-07-03,Драма,Smart TV,31,3
52029,1278,2024-03-10,Жахи,Laptop,82,2
50631,1525,2024-01-11,Анімація,Smart TV,39,5
53876,1238,2024-06-17,Драма,Smart TV,18,3
50824,1410,2024-07-31,Серіал,Laptop,60,4
54768,1086,2024-01-05,Романтика,Tablet,5,4
51978,1391,2024-02-11,Драма,Laptop,80,4
53833,1318,2024-01-06,Жахи,Mobile,49,5
